category_id;category_parent;category;name;created;official;official_name;official_lastname;address_street;address_num;address_line1;address_line2;address_postalcode;address_city;tel_code;tel_number;tel_internal;tel1_code;tel1_number;tel2_code;tel2_number;fax_code;fax_number;web_site;web_site1;description;notes
405;;Defunct Bodies;;;;;;;;;;;;;;;;;;;;;;;;
1;;Administracja lokalna;Aa Scratchi;02.12.2012;Prezydent;Czeslaw;Lupka;Kamińska;13/9;;;23098;Warszawa;11;2420987;224;11;2420988;11;2420981;11;2420899;http://www.whatdotheyknow.com/body/dvla;http://www.whatdotheydontknow.org/;" Dla turystów most to spora atrakcja. Gdy się już upewnią, że z naprawdę można z niego skorzystać, często dokumentują przejazd, filmując wybijające rytm deski. Video publikują potem w internecie. W serwisie YouTube można znaleźć dużo takich, na którch udokumentowali swój przejazd niebezpieczną przeprawą.

- Jechałem tamtędy taksówką. Taksówkarz uprzedził, że pokaże nam lokalną ""atrakcję"" - mówi w rozmowie z tvn24.pl jeden z turystów. - Aż strach jechać przez ten most. Cały trzeszczy i podskakuje - opisuje.";"Bajeczne skarby, mumia faraona i tajemnicza ""klątwa""."
406;405;Defunct Profiles;;;;;;;;;;;;;;;;;;;;;;;;
2;1;DOLNOŚLĄSKIE;;;;;;;;;;;;;;;;;;;;;;;;
381;2;Jelenia Góra;Devon County Council;15.01.2013;Mr.;Tijmen;Tillibaumann;Kamińska;13/9;;;23098;Włoszowka;11;121314159;;;;;;;;;;;
381;2;Jelenia Góra;Jelenia Góa, Urząd Miasta Jelenia Góra;02.12.2012;Prezydent;Marcin;Zawiła;Pl.Ratuszowy;58;;;58500;Jelenia Góa;75;7546103;;;;;;75;7546210;www.jeleniagora.pl;;;
382;2;Legnica;Assessor for Dumfries and Galloway Council;15.01.2013;Cancellor;Witek;Słupek;Baluckiego;1;;;080888;Chernowcy;46;92601800;;;;;;;;;;;
382;2;Legnica;Legnica, Urząd Miasta Legnicy;02.12.2012;Prezydent;Tadeusz;Krzakowski;Plac Słowianski;8;;;59220;Legnica;76;7212100;;;;;;76;7212116;www.portal.legnica.eu;;;
383;2;Wrocław;Wrocław, Urząd Miejski we Wrocławiu;02.12.2012;Prezydent;Rafał;Dudkiewicz;Pl. Nowy Targ;1/8;;;50141;Wrocław;71;7778201;;;;;;71;7777277;www.wroclaw.pl;;;
3;2;bolesławiecki;Bolesławiec, Starostwo Powiatowe;02.12.2012;Starosta;Cezary;Przybylski;Pl. Piłsudskiego;2;;;59700;Bolesławiec;75;7323258;;;;;;75;7323250;www.powiatboleslawiecki.pl;;;
3;2;bolesławiecki;Bolesławiec, Urząd Gminy;02.12.2012;Wójt;Andrzej Zbigniew;Dutkowski;ul.Teatralna;1a;;;59700;Bolesławiec;75;7323221;;;;;;75;7351783;www.gminaboleslawiec.pl;;;
3;2;bolesławiecki;Bolesławiec, Urząd Miasta Bolesławiec;02.12.2012;Prezydent;Piotr;Roman;Rynek-Ratusz;41;;;59700;Bolesławiec;75;6456451;451;;;;;75;6456402;www.um.boleslawiec.pl;;;
3;2;bolesławiecki;Gromadka, Urząd Gminy;02.12.2012;Wójt;Dariusz;Pawliszczy;ul. gen. Wł. Sikorskiego;9;;;59706;Gromadka;75;7382452;;;;;;75;7382472;www.gromadka.pl;;;
3;2;bolesławiecki;Nowogrodziec, Urząd Miejski w Nowogrodźcu;02.12.2012;Burmistrz;Robert Marek;Relich;Rynek;1;;;59730;Nowogrodziec;75;7380671;;;;;;75;7316416;www.nowogrodziec.pl;;;
3;2;bolesławiecki;Osiecznica, Urząd Gminy;02.12.2012;Wójt;Waldemar Jerzy;Nalazek;ul. Lubańska;43;;;59724;Osiecznica;75;7312107;;;;;;75;7312148;www.osiecznica.ug.gov.pl;;;
3;2;bolesławiecki;Warta Bolesławiecka, Urząd Gminy;02.12.2012;Wójt;Mirosław;Haniszewski;Warta Bolesławiecka;40c;;;59720;Warta Bolesławiecka;75;7389592;;;;;;75;7389523;www.wartabol.pl;;;
4;2;dzierżoniowski;Łagiewniki, Urząd Gminy;02.12.2012;Wójt;Janusz;Szpot;ul. Jedności Narodowej;21;;;58210;Łagiewniki;74;8939455;;;;;;74;8940130;www.lagiewniki.pl;;;
4;2;dzierżoniowski;Bielawa, Urząd Miasta Bielawa;02.12.2012;Burmistrz;Ryszard;Dźwiniel;pl. Wolności;1;;;58260;Bielawa;74;8334663;745;;;;;74;8335838;www.bielawa.pl;;;
4;2;dzierżoniowski;Dzierżoniów, Starostwo Powiatowe;02.12.2012;Starosta;Janusz;Guzdek;Rynek;27;;;58200;Dzierżoniów;74;8321864;;;;;;74;8321860;www.pow.dzierzoniow.pl;;;
4;2;dzierżoniowski;Dzierżoniów, Urząd Gminy;02.12.2012;Wójt;Marek;Chmielewski;ul. Piastowska;1;;;58200;Dzierżoniów;74;8325695;;;;;;74;8325694;www.ug.dzierzoniow.pl;;;
4;2;dzierżoniowski;Dzierżoniów, Urząd Miasta Dzierżoniów;02.12.2012;Burmistrz;Marek;Piorun;ul. Rynek;1;;;58200;Dzierżoniów;74;6450800;;;;;;74;6415530;www.dzierzoniow.pl;;;
4;2;dzierżoniowski;Niemcza, Urząd Miasta i Gminy Niemcza;02.12.2012;Burmistrz;Grzegorz;Kosowski;Rynek;10;;;58230;Niemcza;74;8376265;13;;;;;74;8376280;www.um.niemcza.pl;;;
4;2;dzierżoniowski;Pieszyce, Urząd Miasta Pieszyce;02.12.2012;Burmistrz;Mirosław;Obal;ul.Kościuszki;2;;;58250;Pieszyce;74;8365487;;;;;;74;8367230;www.pieszyce.pl;;;
4;2;dzierżoniowski;Pilawa Górna, Urząd Miasta Pilawa Górna;02.12.2012;Burmistrz;Zuzanna;Bielawska;ul. Piastowska;29;;;58240;Pilawa Górna;74;8324917;;;;;;74;8371386;www.pilawagorna.pl;;;
253;2;górowski;Góra, Starostwo Powiatowe;02.12.2012;Starosta;Piotr;Wołowicz;ul. Mickiewicza;1;;;56200;Góra;65;5443900;903;;;;;65;5433511;www.powiatgora.pl;;;
253;2;górowski;Góra, Urząd Miasta i Gminy w Górze;02.12.2012;Burmistrz;Irena;Krzyszkiewicz;ul. Mickiewicza;1;;;56200;Góra;65;5443601;;;;;;65;5432658;www.gora.com.pl;;;
253;2;górowski;Jemielno, Urząd Gminy;02.12.2012;Wójt;Czesław;Połczyk;Jemielno;81;;;56209;Jemielno;65;5447479;;;;;;65;5447482;http://www.jemielno.pl/;;;
253;2;górowski;Niechlów, Urząd Gminy;02.12.2012;Wójt;Jan;Głuszko;ul. Głogowska;31;;;56215;Niechlów;65;5435688;;;;;;65;5435814;www.niechlow.com.pl;;;
253;2;górowski;Wąsosz, Urząd Miejski Wąsosza;02.12.2012;Burmistrz;Zbigniew;Stuczyk;Plac. Wolności;17;;;56210;Wąsosz;65;5437850;;;;;;65;5437708;http://www.wasosz.eu/;;;
5;2;głogowski;Głogów, Starostwo Powiatowe;02.12.2012;Starosta;Rafael;Rokaszewicz;ul. Sikorskiego;21;;;67200;Głogów;76;7282801;;;;;;76;7282817;www.powiat.glogow.pl;;;
5;2;głogowski;Głogów, Urząd Gminy;02.12.2012;Wójt;Andrzej;Krzemień;ul. Słodowa;2b;;;67200;Głogów;76;8365555;;;;;;76;8365567;www.ugglogow.com.pl;;;
5;2;głogowski;Głogów, Urząd Miasta Głogów;02.12.2012;Prezydent;Jan Kazimierz;Zubowski;Rynek;10;;;67200;Głogów;76;7265401;;;;;;76;7265598;http://www.glogow.pl/;;;
5;2;głogowski;Jerzmanowa, Urząd Gminy;02.12.2012;Wójt;Lesław;Golba;ul. Głogowska;7;;;67222;Jerzmanowa;76;8312121;;;;;;76;8312119;www.jerzmanowa.com.pl;;;
5;2;głogowski;Kotla, Urząd Gminy;02.12.2012;Wójt;Łukasz;Hornatowski;ul. Głogowska;93;;;67240;Kotla;76;8318361;;;;;;76;8318308;www.kotla.pl;;;
5;2;głogowski;Pęcław, Urząd Gminy;02.12.2012;Wójt;Artur Andrzej;Jurkowski;Pęcław;28;;;67221;Pęcław;76;8317126;;;;;;76;8317033;www.peclaw.eu;;;
5;2;głogowski;Żukowice, Urząd Gminy;02.12.2012;Wójt;Krzysztof;Wołoszyn;Żukowice;92;;;67231;Żukowice;76;8314241;;;;;;76;8314149;www.zukowice.pl;;;
6;2;jaworski;Bolków, Urząd Miasta w Bolkowie;02.12.2012;Burmistrz;Jarosław;Wroński;Rynek;1;;;59420;Bolków;75;7413213;;;;;;75;7413394;www.bolkow.pl;;;
6;2;jaworski;Jawor, Starostwo Powiatowe;02.12.2012;Starosta;Stanisław;Laskowski;ul. Wrocławska;26;;;59400;Jawor;76;7290100;102;;;;;76;7290160;www.powiat-jawor.org.pl;;;
6;2;jaworski;Jawor, Urząd Miasta Jawor;02.12.2012;Burmistrz;Artur Mieczysław;Urbański;Rynek;1;;;59400;Jawor;76;8702201;;;;;;76;8702202;www.jawor.pl;;;
6;2;jaworski;Męcinka, Urząd Gminy;02.12.2012;Wójt;Zbigniew Teofil;Przychodzeń;Męcinka;11;;;59424;Męcinka;76;8708613;;;;;;76;8708624;www.mecinka.pl;;;
6;2;jaworski;Mściwojów, Urząd Gminy;02.12.2012;Wójt;Mariusz;Foryś;Mściwojów;43;;;59407;Mściwojów;76;8708523;;;;;;76;8708595;www.msciwojow.pl;;;
6;2;jaworski;Paszowice, Urząd Gminy;02.12.2012;Wójt;Sebastian;Oszczęda;Paszowice;137;;;59411;Paszowice;76;8701792;;;;;;76;8701791;www.paszowice.pl;;;
6;2;jaworski;Wądroże Wielkie, Urząd Gminy;02.12.2012;Wójt;Seweryn;Sterc;Wądroże Wielkie;64;;;59430;Wądroże Wielkie;76;8874323;126;;;;;76;8874325;www.wadrozewielkie.pl;;;
7;2;jeleniogórski;Janowice Wielkie, Urząd Gminy;02.12.2012;Wójt;Kamil;Kowalski;ul. Kolejowa;2;;;58520;Janowice Wielkie;75;7515124;103;;;;;75;7515285;http://www.janowicewielkie.eu/;;;
7;2;jeleniogórski;Jelenia Góra, Starostwo Powiatowe;02.12.2012;Starosta;Jacek;Włodyga;ul. Kochanowskiego;10;;;58500;Jelenia Góra;75;7523954;;;;;;75;7526419;www.starostwo.jgora.pl;;;
7;2;jeleniogórski;Jelenia Góra, Urząd Miasta Jelenia Góra;02.12.2012;Prezydent;Marcin;Zawiła;Pl. Ratuszowy;58;;;58500;Jelenia Góra;75;7546103;;;;;;75;7546159;http://um.jeleniagora.pl/;;;
7;2;jeleniogórski;Jeżów Sudecki, Urząd Gminy;02.12.2012;Wójt;Edward Jan;Dudek;ul. Długa;63;;;58521;Jeżów Sudecki;75;7132254;131;;;;;75;7132255;www.jezowsudecki.pl;;;
7;2;jeleniogórski;Karpacz, Urząd Miasta Karpacz;02.12.2012;Burmistrz;Bogdan;Malinowski;ul. Konstytucji 3 Maja;54;;;58540;Karpacz;75;7619975;;;;;;75;7619224;www.karpacz.eu;;;
7;2;jeleniogórski;Kowary, Urząd Miasta Kowary;02.12.2012;Burmistrz;Mirosław;Górecki;ul.1 Maja;1a;;;58530;Kowary;75;7182416;;;;;;75;7613173;www.kowary.pl;;;
7;2;jeleniogórski;Mysłakowice, Urząd Gminy;02.12.2012;Wójt;Zdzisław;Pietrowski;ul. Szkolna;5;;;58533;Mysłakowice;75;6439960;;;;;;75;6439999;www.myslakowice.pl;;;
7;2;jeleniogórski;Piechowice, Urząd Miasta Piechowice;02.12.2012;Burmistrz;Witold;Rudolf;ul. Żymierskiego;49;;;58573;Piechowice;75;7548900;;;;;;75;7612274;www.piechowice.pl;;;
7;2;jeleniogórski;Podgórzyn, Urząd Gminy;02.12.2012;Wójt;Anna Maria;Latto;ul. Żołnierska;14;;;58562;Podgórzyn;75;7621358;;;;;;75;7621093;www.podgorzyn.pl;;;
7;2;jeleniogórski;Stara Kamienica, Urząd Gminy;02.12.2012;Wójt;Wojciech;Poczynek;Stara Kamienica;41;;;58512;Stara Kamienica;75;7514337;;;;;;75;7514337;www.starakamienica.pl;;;
7;2;jeleniogórski;Szklarska Poręba, Urząd Miasta Szklarska Poręba;02.12.2012;Burmistrz;Grzegorz;Sokoliński;ul. Buczka;2;;;58580;Szklarska Poręba;75;7547708;;;;;;75;7547724;www.szklarskaporeba.pl;;;
8;2;kamiennogórski;Kamienna Góra, Starostwo Powiatowe;02.12.2012;Starosta;Leszek;Jaśnikowski;ul. Broniewskiego;15;;;58400;Kamienna Góra;75;6450100;;;;;;75;6450111;www.kamienna-gora.pl;;;
8;2;kamiennogórski;Kamienna Góra, Urząd Gminy;02.12.2012;Wójt;Stanisław;Szmajdziński;Al. Wojska Polskiego;10;;;58400;Kamienna Góra;75;6106292;;;;;;75;7442857;www.kamiennagora.kei.pl;;;
8;2;kamiennogórski;Kamienna Góra, Urząd Miasta Kamienna Góra;02.12.2012;Burmistrz;Krzysztof;Świątek;PL. Grunwaldzki;1;;;58400;Kamienna Góra;75;6455110;;;;;;75;6455150;http://www.kamiennagora.pl/;;;
8;2;kamiennogórski;Lubawka, Urząd Miejski;02.12.2012;Burmistrz;Tomasz;Kulon;Plac Wolności;1;;;58420;Lubawka;75;7411588;20;;;;;75;7411262;www.lubawka.net.pl;;;
8;2;kamiennogórski;Marciszów, Urząd Gminy;02.12.2012;Wójt;Stefan;Zawierucha;ul. Szkolna;6;;;58410;Marciszów;75;7410208;;;;;;75;7410208;www.marciszow.pl;;;
9;2;kłodzki;Bystrzyca Kłodzka, Urząd Miasta i Gminy;02.12.2012;Burmistrz;Renata;Surma;ul. Henryka Sienkiewicza;6;;;57500;Bystrzyca Kłodzka;74;8117600;605;;;;;74;8111588;www.bystrzycaklodzka.pl;;;
9;2;kłodzki;Duszniki Zdrój, Urząd Miasta Duszniki Zdrój;02.12.2012;Burmistrz;Andrzej;Rymarczyk;ul. Rynek;6;;;57340;Duszniki Zdrój;74;8697660;;;;;;74;8669025;www.duszniki.pl;;;
9;2;kłodzki;Kłodzko, Starostwo Powiatowe w Kłodzku;02.12.2012;Starosta;Maciej;Awiżeń;ul. Okrzei;1;;;57300;Kłodzko;74;8657523;;;;;;74;8673232;www.powiat.klodzko.pl;;;
9;2;kłodzki;Kłodzko, Urząd Gminy;02.12.2012;Wójt;Stanisław;Longawa;ul. Okrzei;8a;;;57300;Kłodzko;74;6474100;104;;;;;74;6474103;www.gmina.klodzko.pl;;;
9;2;kłodzki;Kłodzko, Urząd Miasta Kłodzko;02.12.2012;Burmistrz;Bogusław;Szpytna;pl. Bolesława Chrobrego;1;;;57300;Kłodzko;74;8654611;;;;;;74;8674062;www.um.klodzko.pl;;;
9;2;kłodzki;Kudowa-Zdrój, Urząd Miasta Kudowa-Zdrój;02.12.2012;Burmistrz;Czesław Kazimierz;Kręcichwost;ul. Zdrojowa;24;;;57350;Kudowa-Zdrój;74;8621716;;;;;;74;8661351;www.kudowa.pl;;;
9;2;kłodzki;Lądek-Zdrój, Urząd Miasta i Gminy Lądek Zdrój;02.12.2012;Burmistrz;Kazimierz;Szkudlarek;Rynek;31;;;57540;Lądek-Zdrój;74;8117850;;;;;;74;8147418;www.ladek.pl;;;
9;2;kłodzki;Lewin Kłodzki, Urząd Gminy;02.12.2012;Wójt;Henryk;Szczypkowski;ul. Nad Potokiem;4;;;57343;Lewin Kłodzki;74;8698429;;;;;;74;8698273;www.lewin-klodzki.pl;;;
9;2;kłodzki;Międzylesie, Urząd Miasta i Gminy Międzylesie;02.12.2012;Burmistrz;Tomasz;Korczak;Pl.Wolności;1;;;57530;Międzylesie;74;8126327;21;;;;;74;8126126;www.miedzylesie.pl;;;
9;2;kłodzki;Nowa Ruda, Urząd Gminy;02.12.2012;Wójt;Sławomir;Karwowski;ul. Niepodległości;1;;;57400;Nowa Ruda;74;8722263;;;;;;74;8725083;www.um.nowaruda.pl;;;
9;2;kłodzki;Nowa-Ruda, Urząd Miasta Nowa-Ruda;02.12.2012;Burmistrz;Tomasz;Kiliński;Rynek;1;;;57400;Nowa-Ruda;74;8720315;;;;;;74;8722268;www.um.nowaruda.pl;;;
9;2;kłodzki;Polanica-Zdrój, Urząd Miasta Polanica-Zdrój;02.12.2012;Burmistrz;Jerzy;Terlecki;ul. Jarosława Dąbrowskiego;3;;;57320;Polanica-Zdrój;74;8680600;;;;;;74;8681046;www.polanica.pl;;;
9;2;kłodzki;Radków, Urząd Miasta i Gminy Radków;02.12.2012;Burmistrz;Jan;Bednarczyk;Rynek;1;;;57420;Radków;74;8735010;;;;;;74;8735015;www.radkowklodzki.pl;;;
9;2;kłodzki;Stronie Śląskie, Urząd Miejski;02.12.2012;Burmistrz;Zbigniew;Łopusiewicz;ul. Kościuszki;55;;;57550;Stronie Śląskie;74;8117712;;;;;;74;8117732;www.stronie.pl;;;
9;2;kłodzki;Szczytna, Urząd Miasta i Gminy;02.12.2012;Burmistrz;Marek;Szpanier;ul. Wolności;42;;;57330;Szczytna;74;8683276;;;;;;74;8683020;www.szczytna.pl;;;
10;2;legnicki;Chojnów, Urząd Gminy;02.12.2012;Wójt;Mieczysław;Kasprzak;ul.Fabryczna;1;;;59225;Chojnów;76;8188502;;;;;;76;8187587;www.gmina-chojnow.pl;;;
10;2;legnicki;Chojnów, Urząd Miasta Chojnów;02.12.2012;Burmistrz;Jan;Serkies;pl. Zamkowy;1;;;59225;Chojnów;76;8188285;;;;;;76;8188677;www.chojnow.eu;;;
10;2;legnicki;Krotoszyce, Urząd Gminy;02.12.2012;Wójt;Beata;Castaneda Trujillo;ul. Piastowska;46;;;59223;Krotoszyce;76;8878421;;;;;;76;8878370;www.krotoszyce.gminyrp.pl;;;
10;2;legnicki;Kunice, Urząd Gminy;02.12.2012;Wójt;Zdzisław;Tersa;ul. Gwarna;1;;;59216;Kunice;76;8575322;32;;;;;76;8575482;www.kunice.pl;;;
10;2;legnicki;Legnica, Starostwo Powiatowe w Legnicy;02.12.2012;Starosta;Jarosław;Humenny;Pl. Słowiański;1;;;59220;Legnica;76;7243560;;;;;;76;7243406;www.starostwo.legnica.pl;;;
10;2;legnicki;Legnica, Urząd Miasta Legnica;02.12.2012;Prezydent;Tadeusz;Krzakowski;Plac Słowiański;8;;;59220;Legnica;76;7212199;;;;;;76;7212115;www.legnica.eu;;;
10;2;legnicki;Legnickie Pole, Urząd Gminy;02.12.2012;Wójt;Aleksander;Kostuń;ul. Kiliana Ignacego Dientzenhofera;1;;;59241;Legnickie Pole;76;8582810;;;;;;76;8582812;www.legnickiepole.pl;;;
10;2;legnicki;Miłkowice, Urząd Gminy;02.12.2012;Wójt;Waldemar Jan;Kwaśny;ul. II Armii Wojska Polskiego;71;;;59222;Miłkowice;76;8871212;;;;;;76;8871213;www.ugmilkowice.net;;;
10;2;legnicki;Prochowice, Urząd Miasta i Gminy;02.12.2012;Burmistrz;Alicja;Sielicka;Rynek;1;;;59230;Prochowice;76;8584342;24;;;;;76;8884581;www.prochowice.com;;;
10;2;legnicki;Ruja, Urząd Gminy;02.12.2012;Wójt;Robert;Chruściel;Ruja;23;;;59243;Ruja;76;8580311;;;;;;76;8580317;www.ruja.pl;;;
11;2;lubański;Leśna, Urząd Miejski;02.12.2012;Burmistrz;Jan;Surowiec;Rynek;19;;;59820;Leśna;75;7211239;;;;;;75;7242368;www.gminy.pl;;;
11;2;lubański;Lubań, Starostwo Powiatowe;02.12.2012;Starosta;Walery;Czarnecki;ul. Mickiewicza;2;;;59800;Lubań;75;6464300;;;;;;75;6464321;www.powiatluban.home.pl;;;
11;2;lubański;Lubań, Urząd Gminy;02.12.2012;Wójt;Zbigniew;Hercuń;ul. Dąbrowskiego;18;;;59800;Lubań;75;6465920;;;;;;75;6465939;www.luban.ug.gov.pl;;;
11;2;lubański;Lubań, Urząd Miasta Lubań;02.12.2012;Burmistrz;Arkadiusz;Słowiński;ul. 7 Dywizji;14;;;59800;Lubań;75;6464400;;;;;;75;6464405;www.luban.pl;;;
11;2;lubański;Olszyna, Urząd Miasta i Gminy;02.12.2012;Burmistrz;Leszek;Leśko;ul. Wolności;6;;;59830;Olszyna;75;7212050;;;;;;75;7212050;http://bip.powiatluban.pl/?id=244;;;
11;2;lubański;Platerówka, Urząd Gminy;02.12.2012;Wójt;Krzysztof;Halicki;Platerówka;20;;;59816;Platerówka;75;7241190;;;;;;75;7241185;www.platerowka.gmina.bip.net.pl;;;
11;2;lubański;Siekierczyn, Urząd Gminy;02.12.2012;Wójt;Janusz;Niekrasz;Siekierczyn;271;;;59818;Siekierczyn;75;7221778;;;;;;75;7221750;www.siekierczyn.pl;;;
11;2;lubański;Świeradów-Zdrój, Urząd Miasta Świeradów-Zdrój;02.12.2012;Burmistrz;Roland;Marciniak;ul. 11 Listopada;35;;;59850;Świeradów-Zdrój;75;7816119;;;;;;75;7816585;www.swieradowzdroj.pl;;;
12;2;lubiński;Lubin, Starostwo Powiatowe;02.12.2012;Starosta;Tadeusz;Kielan;ul. Jana Kilińskiego;12b;;;59300;Lubin;76;7467100;;;;;;76;7467116;www.powiat-lubin.pl;;;
12;2;lubiński;Lubin, Urząd Gminy;02.12.2012;Wójt;Irena;Rogowska;ul. Władysława Łokietka;6;;;59300;Lubin;76;8403100;;;;;;76;8403140;http://www.bip.ug-lubin.dolnyslask.pl/;;;
12;2;lubiński;Lubin, Urząd Miasta Lubin;02.12.2012;Prezydent;Robert;Raczyński;ul. Kilińskiego;10;;;59300;Lubin;76;7468101;;;;;;76;7468200;www.um.lubin.pl;;;
12;2;lubiński;Rudna, Urząd Gminy;02.12.2012;Wójt;Władysław;Bigus;Pl. Zwycięstwa;15;;;59305;Rudna;76;7492100;;;;;;76;7492117;www.rudna.pl;;;
12;2;lubiński;Ścinawa, Urząd Miasta i Gminy;02.12.2012;Burmistrz;Andrzej;Holdenmajer;Rynek;17;;;59330;Ścinawa;76;8412600;;;;;;76;8412601;http://www.scinawa.pl/;;;
254;2;lwówecki;Gryfów Śląski, Urząd Gminy i Miasta;02.12.2012;Burmistrz;Olgierd;Poniźnik;Rynek;1;;;59620;Gryfów Śląski;75;7813552;;;;;;75;7813916;www.gryfow.pl;;;
254;2;lwówecki;Lubomierz, Urząd Gminy i Miasta;02.12.2012;Burmistrz;Wiesław;Ziółkowski;Plac Wolności;1;;;59623;Lubomierz;75;7833166;32;;;;;75;7833167;www.lubomierz.pl;;;
254;2;lwówecki;Lwówek Śląski, Starostwo Powiatowe;02.12.2012;Starosta;Józef Stanisław;Mrówka;Al.Wojska Polskiego;25;;;59600;Lwówek Śląski;75;7823650;;;;;;75;7823654;www.powiatlwowecki.pl;;;
254;2;lwówecki;Lwówek Śląski, Urząd Gminy i Miasta Lwówek Śląski;02.12.2012;Burmistrz;Ludwik Stanisław;Kaziów;Al. Wojska Polskiego;25 A;;;59600;Lwówek Śląski;75;6477888;;;;;;75;6477889;www.lwowekslaski.pl;;;
254;2;lwówecki;Mirsk, Urząd Miasta i Gminy Mirsk;02.12.2012;Burmistrz;Andrzej;Jasiński;Plac Wolności;39;;;59630;Mirsk;75;6470440;;;;;;75;6470469;www.mirsk.pl;;;
254;2;lwówecki;Wleń, Urząd Miasta i Gminy Wleń;02.12.2012;Burmistrz;Bogdan;Mościcki;Plac Bohaterów Nysy;7;;;59610;Wleń;75;7136438;;;;;;75;7137050;www.wlen.pl;;;
255;2;milicki;Cieszków, Urząd Gminy;02.12.2012;Wójt;Ignacy;Miecznikowski;ul. Grunwaldzka;41;;;56330;Cieszków;71;3848182;;;;;;71;3848102;www.cieszkow.pl;;;
255;2;milicki;Krośnice, Urząd Gminy;02.12.2012;Wójt;Mirosław Stanisław;Drobina;ul. Sportowa;4;;;56320;Krośnice;71;3846000;;;;;;71;3846015;www.ug.krosnice.pl;;;
255;2;milicki;Milicz, Starostwo Powiatowe;02.12.2012;Starosta;Piotr;Lech;ul. Wojska Polskiego;38;;;56300;Milicz;71;3840704;;;;;;71;3840704;www.milicz-powiat.pl;;;
255;2;milicki;Milicz, Urząd Miejski w Miliczu;02.12.2012;Burmistrz;Paweł;Wybierała;ul. Trzebnicka;2;;;56300;Milicz;71;3840004;;;;;;71;3841119;www.milicz.pl;;;
401;2;olesnicki;Olesnica, Starostwo Powiatowe;02.12.2012;Starosta;Zbigniew;Potyrała;ul. Słowackiego;10;;;56400;Olesnica;71;3140111;;;;;;71;3140110;www.powiat-olesnicki.pl;;;
13;2;oleśnicki;Bierutów, Urząd Miejski w Bierutowie;02.12.2012;Burmistrz;Władysław Bogusław;Kobiałka;ul. Moniuszki;12;;;56420;Bierutów;71;3146251;;;;;;71;3146432;www.bierutow.pl;;;
13;2;oleśnicki;Dobroszyce, Urząd Gminy;02.12.2012;Wójt;Jan;Głowa;Rynek;16;;;56410;Dobroszyce;71;3141210;;;;;;71;3141276;www.dobroszyce.pl;;;
13;2;oleśnicki;Dziadowa Kłoda, Urząd Gminy;02.12.2012;Wójt;Tadeusz Zygmunt;Ziółkowski;ul. Oleśnicka;1;;;56504;Dziadowa Kłoda;62;7869282;;;;;;62;7851808;www.dziadowakloda.pl;;;
13;2;oleśnicki;Międzybórz, Urząd Miasta i Gminy w Międzyborzu;02.12.2012;Burmistrz;Jarosław;Głowacki;ul. Kolejowa;13;;;56513;Międzybórz;62;7856081;21;;;;;62;7856266;www.miedzyborz.pl;;;
13;2;oleśnicki;Oleśnica, Urząd Gminy;02.12.2012;Wójt;Marcin;Kasina;ul. 11 Listopada;24;;;56400;Oleśnica;71;3140200;;;;;;71;3140204;www.olesnica.wroc.pl;;;
13;2;oleśnicki;Oleśnica, Urząd Miasta Oleśnica;02.12.2012;Burmistrz;Jan;Branś;Rynek-Ratusz;;;;56400;Oleśnica;71;7982100;;;;;;71;7982108;http://www.olesnica.pl/;;;
13;2;oleśnicki;Syców, Urząd Miasta i Gminy Syców;02.12.2012;Burmistrz;Sławomir;Kapica;ul. Mickiewicza;1;;;56500;Syców;62;7855100;;;;;;62;7855104;www.sycow.pl;;;
13;2;oleśnicki;Twardogóra, Urząd Miasta i Gminy Twardogóra;02.12.2012;Burmistrz;Jan;Dżugaj;ul. Ratuszowa;14;;;56416;Twardogóra;71;3992200;;;;;;71;3158142;www.twardogora.pl;;;
14;2;oławski;Domaniów, Urząd Gminy;02.12.2012;Wójt;Dorota;Swadek-Schneider;Domaniów;56;;;55216;Domaniów;71;3017735;kom. 602482110;;;;;71;3017870;www.ug_domaniow.bipgmina.pl;;;
14;2;oławski;Jelcz-Laskowice, Urząd Miasta i Gminy Jelcz-Laskowice;02.12.2012;Burmistrz;Kazimierz;Putyra;ul. Wincentego Witosa;24;;;55230;Jelcz-Laskowice;71;3817100;;;;;;71;3817111;www.jelcz-laskowice.pl;;;
14;2;oławski;Oława, Starostwo Powiatowe;02.12.2012;Starosta;Zdzisław;Brezdeń;ul. 3 Maja;1;;;55200;Oława;71;3011522;;;;;;71;3011562;www.starostwo.olawa.pl;;;
14;2;oławski;Oława, Urząd Gminy;02.12.2012;Wójt;Jan;Kownacki;pl. Marsz. Józefa Piłsudskiego;28;;;55200;Oława;71;3133044;;;;;;71;3130199;www.gminaolawa.pl;;;
14;2;oławski;Oława, Urząd Miasta Oława;02.12.2012;Burmistrz;Franciszek;Październik;pl. Zamkowy;15;;;55200;Oława;71;3132346;;;;;;71;3132491;www.olawa.pl;;;
256;2;polkowicki;Chocianów, Urząd Miasta i Gminy Chocianów;02.12.2012;Burmistrz;Roman;Kowalski;ul. Ratuszowa;10;;;59140;Chocianów;76;8185020;;;;;;76;8185061;www.chocianow.pl;;;
256;2;polkowicki;Gaworzyce, Urząd Gminy;02.12.2012;Wójt;Jacek Marek;Szwagrzyk;ul. Okrężna;85;;;59180;Gaworzyce;76;8316285;37;;;;;76;8316286;www.gaworzyce.com.pl;;;
